제품명,카테고리,소개,가격,배송방법,배송비,배송기간,주문취소,교환/반품안내,환불안내,기타안내,할인률,제공기간,첫 배송일,배송시간,공휴일 배송안내,기타,Unnamed: 17
300 라이스 Meal,도시락/덮밥,간편하고 든든한 One-dish meal,"69,000원",일일배달 (각 지역 풀무원녹즙 가맹점),무료 (대여용 보냉가방 제공),,"1. 전체취소
((일일배달))
주문상품의 첫배송일 3일 전 낮 12시까지 전체 취소가 가능합니다. (토,일 및 공휴일 제외)
※ 단, 풀무원 이유식은 첫배송일 2일 전 낮 12시까지 전체취소 가능

((택배배송))
냉동/냉장/실온 택배 상품은 배송예정일 2일 전 낮 12시까지 전체취소 가능

2. 부분취소
((일일배달))
취소하는 요일과 시간에 따라 부분 취소가 가능합니다. (토,일 및 공휴일 제외)
- 낮 12시 이전 취소 요청 시 : 3일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 5일 후 배송부터 부분취소 가능
※ 단, 풀무원 이유식은 2일 전 낮 12시까지 부분취소 가능

((이유식 냉장 택배배송))
- 낮 12시 이전 취소 요청 시 : 2일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 3일 후 배송부터 부분취소 가능

((냉동/실온 택배배송)) 결제 완료 후 취소 시점에 따라 부분취소가 가능합니다. (주말, 공휴일 제외)
- 낮 12시 이전 결제완료 후 취소 요청 시 : 주문마감되어 출고준비 상태로 취소 불가
- 낮 12시 이후 결제완료 후 취소 요청 시 : 익일 낮 12시까지 취소 접수 가능

3. 공통
주문 시 쿠폰을 사용하였을 경우 ‘전체취소’ 시에만 원복 됩니다.","교환/반품 신청은 실온 택배배송 상품만 가능합니다.
* 상품 불량 외 택배 포장 파손은 교환/반품 사유가 되지 않습니다.
- 고객님의 변심에 의한 교환/반품의 경우 반송 택배비를 고객님께서 부담하셔야 합니다. (무료배송 시 왕복택배비)
- 임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 1:1문의 또는 고객센터로 접수해 주시기 바랍니다.

[반품 가능 조건]

1. 단순변심, 주문착오의 경우
(1) 냉동/냉장/일일배송 상품은 재판매가 불가한 상품 특성 상 반품이 불가합니다.
(2) 상온상품은 배송완료 후 7일 이내에 반품 신청이 가능합니다.
※ 고객의 단순변심 또는 주문착오로 인한 반품건의 왕복 배송비는 고객님 부담이며, 상품에 따라 상이 할 수 있습니다.
(주문 시 배송비를 결제한 경우 반품 배송비만 부담)
※ 반품한 경우 결제 시 사용 한 쿠폰은 재발행 되지 않습니다.

2. 제품 하자의 경우
반드시 상품의 문제를 확인할 수 있는 사진을 첨부하여 반품 신청하셔야 합니다.
*사진 첨부 시, 제품의 유통기한 또는 소비기한을 확인할 수 있는 사진 1장과 제품의 하자가 있는 부분에 대한 사진 1~2장 같이 첨부

(1) 냉동/냉장/신선식품 : 상품을 받은 날로부터 2일 이내
(2) 상온상품 : 상품을 받은 날로부터 3개월 이내 또는 사실을 알게 된 날로부터 30일 이내
※ 반품 배송비는 디자인밀에서 부담하며 실물 확인 후 환불이 진행됩니다.

[반품 신청 방법]
디자인밀 1:1 문의 또는 풀무원 고객기쁨센터로 접수 가능합니다.
임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 고객센터와 확인 후 접수해주시기 바랍니다.

※ 전자상거래 등에서 소비자보호에 관한 법률에 따라 다음의 경우 청약철회가 제한될 수 있습니다.
- 일부 주문맞춤 생산되는 상품 (디자인밀 일일배송식단 등)
- 신선(과일,채소등)/냉장/냉동 상품에 대해 시간이 경과 되어 상품등의 가치가 현저히 감소한 경우
- 교환/반품 신청이 상품 수령한 날로부터 7일이 경과한 경우
- 고객님의 사용 또는 일부 소비에 의해 상품의 가치가 훼손된 경우
- 시간 경과에 따라 상품 등의 가치가 현저히 감소하여 재판매가 불가능한 경우
- 고객님이 상품 포장을 개봉하여 사용 또는 설치 완료되어 상품의 가치가 훼손된 경우 (단, 내용 확인을 위한 포장 개봉의 경우는 예외)
- 구매한 상품의 구성품이 누락된 경우 (화장품 세트, 사은품 등)
- 기타, 상품의 교환, 환불 및 상품 결함 등의 보상은 소비자분쟁해결기준(공정거래위원회 고시)에 의함","1. 주문취소 시 결제 방법에 따른 환불
(1) 디자인밀 홈페이지에서 주문한 경우
- 가상계좌 환불계좌 입금
- 실시간계좌이체 결제대행사 또는 환불계좌입금
- 카드결제 결제대행사를 통해 카드취소

(2) 직영 네이버스마트스토어에서 주문 한 경우
전체취소 : 네이버 스마트스토어에서 결제한 수단으로 환불
부분취소 : 결제수단과 상관없이 환불계좌입금 (은행명/예금주/환불계좌) 확인 후 현금 환불

2. 취소접수일로부터 환불이 완료될때까지 5-7일정도의 시간이 소요됩니다.
※ 환불 지연에 따른 배상금 지급 조건, 절차 등은 전자상거래 등에서의 소비자 보호에 관한 법률에 따라 처리합니다.",부정 불량식품 신고는 국번 없이 1399,,주5일 2주,"제품별로 주문일에 따른 첫 배달일이 다르오니 반드시 확인해주세요.
주문&변경 마감은 낮 12시입니다. (토,일,공휴일 제외)
※ 주문이 급증할 경우 조기마감되어 첫 배달일이 변경 될 수 있으며, 개별 안내드립니다. (문자 또는 알림톡)
※ 첫 주문시 가맹점의 모닝스텝이 배달정보 확인을 위해 고객님께 직접 연락드릴 수 있습니다. (전화 또는 문자)","가정 배달(주택/아파트) : 배달일 전날 22시~ 당일 오전 8시
사무실 배달(회사/공공기관/상가건물) : 배달 당일 오전 7시 ~ 오전 12시
※ 악천후, 도로사정, 가맹점 상황(물량 급증, 현관출입 불가 등)에 따라 조기/지연 배달될 수 있습니다.","공휴일은 배송휴무입니다.
-영유아맞춤식 : 공휴일 전날 더블배송 받을지 여부를 주문 시 직접 선택 가능
- 케어식, 칼로리/영양균형식 : 종료일 뒤로 자동 연장 됨","일일배달이 불가능한 지역인 경우, 부득이하게 주문이 취소 될 수 있으며 개별 안내드립니다.",
300 라이스 Meal + 밸런스 쉐이크,도시락/덮밥,one dish meal과 고단백 쉐이크,"201,760원",일일배달 (각 지역 풀무원녹즙 가맹점),무료 (대여용 보냉가방 제공),,"1. 전체취소
((일일배달))
주문상품의 첫배송일 3일 전 낮 12시까지 전체 취소가 가능합니다. (토,일 및 공휴일 제외)
※ 단, 풀무원 이유식은 첫배송일 2일 전 낮 12시까지 전체취소 가능

((택배배송))
냉동/냉장/실온 택배 상품은 배송예정일 2일 전 낮 12시까지 전체취소 가능

2. 부분취소
((일일배달))
취소하는 요일과 시간에 따라 부분 취소가 가능합니다. (토,일 및 공휴일 제외)
- 낮 12시 이전 취소 요청 시 : 3일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 5일 후 배송부터 부분취소 가능
※ 단, 풀무원 이유식은 2일 전 낮 12시까지 부분취소 가능

((이유식 냉장 택배배송))
- 낮 12시 이전 취소 요청 시 : 2일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 3일 후 배송부터 부분취소 가능

((냉동/실온 택배배송)) 결제 완료 후 취소 시점에 따라 부분취소가 가능합니다. (주말, 공휴일 제외)
- 낮 12시 이전 결제완료 후 취소 요청 시 : 주문마감되어 출고준비 상태로 취소 불가
- 낮 12시 이후 결제완료 후 취소 요청 시 : 익일 낮 12시까지 취소 접수 가능

3. 공통
주문 시 쿠폰을 사용하였을 경우 ‘전체취소’ 시에만 원복 됩니다.","교환/반품 신청은 실온 택배배송 상품만 가능합니다.
* 상품 불량 외 택배 포장 파손은 교환/반품 사유가 되지 않습니다.
- 고객님의 변심에 의한 교환/반품의 경우 반송 택배비를 고객님께서 부담하셔야 합니다. (무료배송 시 왕복택배비)
- 임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 1:1문의 또는 고객센터로 접수해 주시기 바랍니다.

[반품 가능 조건]

1. 단순변심, 주문착오의 경우
(1) 냉동/냉장/일일배송 상품은 재판매가 불가한 상품 특성 상 반품이 불가합니다.
(2) 상온상품은 배송완료 후 7일 이내에 반품 신청이 가능합니다.
※ 고객의 단순변심 또는 주문착오로 인한 반품건의 왕복 배송비는 고객님 부담이며, 상품에 따라 상이 할 수 있습니다.
(주문 시 배송비를 결제한 경우 반품 배송비만 부담)
※ 반품한 경우 결제 시 사용 한 쿠폰은 재발행 되지 않습니다.

2. 제품 하자의 경우
반드시 상품의 문제를 확인할 수 있는 사진을 첨부하여 반품 신청하셔야 합니다.
*사진 첨부 시, 제품의 유통기한 또는 소비기한을 확인할 수 있는 사진 1장과 제품의 하자가 있는 부분에 대한 사진 1~2장 같이 첨부

(1) 냉동/냉장/신선식품 : 상품을 받은 날로부터 2일 이내
(2) 상온상품 : 상품을 받은 날로부터 3개월 이내 또는 사실을 알게 된 날로부터 30일 이내
※ 반품 배송비는 디자인밀에서 부담하며 실물 확인 후 환불이 진행됩니다.

[반품 신청 방법]
디자인밀 1:1 문의 또는 풀무원 고객기쁨센터로 접수 가능합니다.
임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 고객센터와 확인 후 접수해주시기 바랍니다.

※ 전자상거래 등에서 소비자보호에 관한 법률에 따라 다음의 경우 청약철회가 제한될 수 있습니다.
- 일부 주문맞춤 생산되는 상품 (디자인밀 일일배송식단 등)
- 신선(과일,채소등)/냉장/냉동 상품에 대해 시간이 경과 되어 상품등의 가치가 현저히 감소한 경우
- 교환/반품 신청이 상품 수령한 날로부터 7일이 경과한 경우
- 고객님의 사용 또는 일부 소비에 의해 상품의 가치가 훼손된 경우
- 시간 경과에 따라 상품 등의 가치가 현저히 감소하여 재판매가 불가능한 경우
- 고객님이 상품 포장을 개봉하여 사용 또는 설치 완료되어 상품의 가치가 훼손된 경우 (단, 내용 확인을 위한 포장 개봉의 경우는 예외)
- 구매한 상품의 구성품이 누락된 경우 (화장품 세트, 사은품 등)
- 기타, 상품의 교환, 환불 및 상품 결함 등의 보상은 소비자분쟁해결기준(공정거래위원회 고시)에 의함","1. 주문취소 시 결제 방법에 따른 환불
(1) 디자인밀 홈페이지에서 주문한 경우
- 가상계좌 환불계좌 입금
- 실시간계좌이체 결제대행사 또는 환불계좌입금
- 카드결제 결제대행사를 통해 카드취소

(2) 직영 네이버스마트스토어에서 주문 한 경우
전체취소 : 네이버 스마트스토어에서 결제한 수단으로 환불
부분취소 : 결제수단과 상관없이 환불계좌입금 (은행명/예금주/환불계좌) 확인 후 현금 환불

2. 취소접수일로부터 환불이 완료될때까지 5-7일정도의 시간이 소요됩니다.
※ 환불 지연에 따른 배상금 지급 조건, 절차 등은 전자상거래 등에서의 소비자 보호에 관한 법률에 따라 처리합니다.",부정 불량식품 신고는 국번 없이 1399,3%,주5일 4주,"제품별로 주문일에 따른 첫 배달일이 다르오니 반드시 확인해주세요.
주문&변경 마감은 낮 12시입니다. (토,일,공휴일 제외)
※ 주문이 급증할 경우 조기마감되어 첫 배달일이 변경 될 수 있으며, 개별 안내드립니다. (문자 또는 알림톡)
※ 첫 주문시 가맹점의 모닝스텝이 배달정보 확인을 위해 고객님께 직접 연락드릴 수 있습니다. (전화 또는 문자)","가정 배달(주택/아파트) : 배달일 전날 22시~ 당일 오전 8시
사무실 배달(회사/공공기관/상가건물) : 배달 당일 오전 7시 ~ 오전 12시
※ 악천후, 도로사정, 가맹점 상황(물량 급증, 현관출입 불가 등)에 따라 조기/지연 배달될 수 있습니다.","공휴일은 배송휴무입니다.
-영유아맞춤식 : 공휴일 전날 더블배송 받을지 여부를 주문 시 직접 선택 가능
- 케어식, 칼로리/영양균형식 : 종료일 뒤로 자동 연장 됨","일일배달이 불가능한 지역인 경우, 부득이하게 주문이 취소 될 수 있으며 개별 안내드립니다.",
300 샐러드 & 라이스 Meal MIX 식단 (2주),도시락/덮밥,총10일 동안 300샐러드Meal과 300라이스Meal을 번갈아 즐기세요!,"72,000원",일일배달 (각 지역 풀무원녹즙 가맹점),무료 (대여용 보냉가방 제공),,"1. 전체취소
((일일배달))
주문상품의 첫배송일 3일 전 낮 12시까지 전체 취소가 가능합니다. (토,일 및 공휴일 제외)
※ 단, 풀무원 이유식은 첫배송일 2일 전 낮 12시까지 전체취소 가능

((택배배송))
냉동/냉장/실온 택배 상품은 배송예정일 2일 전 낮 12시까지 전체취소 가능

2. 부분취소
((일일배달))
취소하는 요일과 시간에 따라 부분 취소가 가능합니다. (토,일 및 공휴일 제외)
- 낮 12시 이전 취소 요청 시 : 3일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 5일 후 배송부터 부분취소 가능
※ 단, 풀무원 이유식은 2일 전 낮 12시까지 부분취소 가능

((이유식 냉장 택배배송))
- 낮 12시 이전 취소 요청 시 : 2일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 3일 후 배송부터 부분취소 가능

((냉동/실온 택배배송)) 결제 완료 후 취소 시점에 따라 부분취소가 가능합니다. (주말, 공휴일 제외)
- 낮 12시 이전 결제완료 후 취소 요청 시 : 주문마감되어 출고준비 상태로 취소 불가
- 낮 12시 이후 결제완료 후 취소 요청 시 : 익일 낮 12시까지 취소 접수 가능

3. 공통
주문 시 쿠폰을 사용하였을 경우 ‘전체취소’ 시에만 원복 됩니다.","교환/반품 신청은 실온 택배배송 상품만 가능합니다.
* 상품 불량 외 택배 포장 파손은 교환/반품 사유가 되지 않습니다.
- 고객님의 변심에 의한 교환/반품의 경우 반송 택배비를 고객님께서 부담하셔야 합니다. (무료배송 시 왕복택배비)
- 임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 1:1문의 또는 고객센터로 접수해 주시기 바랍니다.

[반품 가능 조건]

1. 단순변심, 주문착오의 경우
(1) 냉동/냉장/일일배송 상품은 재판매가 불가한 상품 특성 상 반품이 불가합니다.
(2) 상온상품은 배송완료 후 7일 이내에 반품 신청이 가능합니다.
※ 고객의 단순변심 또는 주문착오로 인한 반품건의 왕복 배송비는 고객님 부담이며, 상품에 따라 상이 할 수 있습니다.
(주문 시 배송비를 결제한 경우 반품 배송비만 부담)
※ 반품한 경우 결제 시 사용 한 쿠폰은 재발행 되지 않습니다.

2. 제품 하자의 경우
반드시 상품의 문제를 확인할 수 있는 사진을 첨부하여 반품 신청하셔야 합니다.
*사진 첨부 시, 제품의 유통기한 또는 소비기한을 확인할 수 있는 사진 1장과 제품의 하자가 있는 부분에 대한 사진 1~2장 같이 첨부

(1) 냉동/냉장/신선식품 : 상품을 받은 날로부터 2일 이내
(2) 상온상품 : 상품을 받은 날로부터 3개월 이내 또는 사실을 알게 된 날로부터 30일 이내
※ 반품 배송비는 디자인밀에서 부담하며 실물 확인 후 환불이 진행됩니다.

[반품 신청 방법]
디자인밀 1:1 문의 또는 풀무원 고객기쁨센터로 접수 가능합니다.
임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 고객센터와 확인 후 접수해주시기 바랍니다.

※ 전자상거래 등에서 소비자보호에 관한 법률에 따라 다음의 경우 청약철회가 제한될 수 있습니다.
- 일부 주문맞춤 생산되는 상품 (디자인밀 일일배송식단 등)
- 신선(과일,채소등)/냉장/냉동 상품에 대해 시간이 경과 되어 상품등의 가치가 현저히 감소한 경우
- 교환/반품 신청이 상품 수령한 날로부터 7일이 경과한 경우
- 고객님의 사용 또는 일부 소비에 의해 상품의 가치가 훼손된 경우
- 시간 경과에 따라 상품 등의 가치가 현저히 감소하여 재판매가 불가능한 경우
- 고객님이 상품 포장을 개봉하여 사용 또는 설치 완료되어 상품의 가치가 훼손된 경우 (단, 내용 확인을 위한 포장 개봉의 경우는 예외)
- 구매한 상품의 구성품이 누락된 경우 (화장품 세트, 사은품 등)
- 기타, 상품의 교환, 환불 및 상품 결함 등의 보상은 소비자분쟁해결기준(공정거래위원회 고시)에 의함","1. 주문취소 시 결제 방법에 따른 환불
(1) 디자인밀 홈페이지에서 주문한 경우
- 가상계좌 환불계좌 입금
- 실시간계좌이체 결제대행사 또는 환불계좌입금
- 카드결제 결제대행사를 통해 카드취소

(2) 직영 네이버스마트스토어에서 주문 한 경우
전체취소 : 네이버 스마트스토어에서 결제한 수단으로 환불
부분취소 : 결제수단과 상관없이 환불계좌입금 (은행명/예금주/환불계좌) 확인 후 현금 환불

2. 취소접수일로부터 환불이 완료될때까지 5-7일정도의 시간이 소요됩니다.
※ 환불 지연에 따른 배상금 지급 조건, 절차 등은 전자상거래 등에서의 소비자 보호에 관한 법률에 따라 처리합니다.",부정 불량식품 신고는 국번 없이 1399,,,"제품별로 주문일에 따른 첫 배달일이 다르오니 반드시 확인해주세요.
주문&변경 마감은 낮 12시입니다. (토,일,공휴일 제외)
※ 주문이 급증할 경우 조기마감되어 첫 배달일이 변경 될 수 있으며, 개별 안내드립니다. (문자 또는 알림톡)
※ 첫 주문시 가맹점의 모닝스텝이 배달정보 확인을 위해 고객님께 직접 연락드릴 수 있습니다. (전화 또는 문자)","가정 배달(주택/아파트) : 배달일 전날 22시~ 당일 오전 8시
사무실 배달(회사/공공기관/상가건물) : 배달 당일 오전 7시 ~ 오전 12시
※ 악천후, 도로사정, 가맹점 상황(물량 급증, 현관출입 불가 등)에 따라 조기/지연 배달될 수 있습니다.","공휴일은 배송휴무입니다.
-영유아맞춤식 : 공휴일 전날 더블배송 받을지 여부를 주문 시 직접 선택 가능
- 케어식, 칼로리/영양균형식 : 종료일 뒤로 자동 연장 됨","일일배달이 불가능한 지역인 경우, 부득이하게 주문이 취소 될 수 있으며 개별 안내드립니다.",
300 샐러드 & 라이스 Meal MIX 식단 (2주),샐러드,총10일 동안 300샐러드Meal과 300라이스Meal을 번갈아 즐기세요!,"72,000원",일일배달 (각 지역 풀무원녹즙 가맹점),무료 (대여용 보냉가방 제공),,"1. 전체취소
((일일배달))
주문상품의 첫배송일 3일 전 낮 12시까지 전체 취소가 가능합니다. (토,일 및 공휴일 제외)
※ 단, 풀무원 이유식은 첫배송일 2일 전 낮 12시까지 전체취소 가능

((택배배송))
냉동/냉장/실온 택배 상품은 배송예정일 2일 전 낮 12시까지 전체취소 가능

2. 부분취소
((일일배달))
취소하는 요일과 시간에 따라 부분 취소가 가능합니다. (토,일 및 공휴일 제외)
- 낮 12시 이전 취소 요청 시 : 3일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 5일 후 배송부터 부분취소 가능
※ 단, 풀무원 이유식은 2일 전 낮 12시까지 부분취소 가능

((이유식 냉장 택배배송))
- 낮 12시 이전 취소 요청 시 : 2일 후 배송부터 부분취소 가능
- 낮 12시 이후 취소 요청 시 : 3일 후 배송부터 부분취소 가능

((냉동/실온 택배배송)) 결제 완료 후 취소 시점에 따라 부분취소가 가능합니다. (주말, 공휴일 제외)
- 낮 12시 이전 결제완료 후 취소 요청 시 : 주문마감되어 출고준비 상태로 취소 불가
- 낮 12시 이후 결제완료 후 취소 요청 시 : 익일 낮 12시까지 취소 접수 가능

3. 공통
주문 시 쿠폰을 사용하였을 경우 ‘전체취소’ 시에만 원복 됩니다.","교환/반품 신청은 실온 택배배송 상품만 가능합니다.
* 상품 불량 외 택배 포장 파손은 교환/반품 사유가 되지 않습니다.
- 고객님의 변심에 의한 교환/반품의 경우 반송 택배비를 고객님께서 부담하셔야 합니다. (무료배송 시 왕복택배비)
- 임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 1:1문의 또는 고객센터로 접수해 주시기 바랍니다.

[반품 가능 조건]

1. 단순변심, 주문착오의 경우
(1) 냉동/냉장/일일배송 상품은 재판매가 불가한 상품 특성 상 반품이 불가합니다.
(2) 상온상품은 배송완료 후 7일 이내에 반품 신청이 가능합니다.
※ 고객의 단순변심 또는 주문착오로 인한 반품건의 왕복 배송비는 고객님 부담이며, 상품에 따라 상이 할 수 있습니다.
(주문 시 배송비를 결제한 경우 반품 배송비만 부담)
※ 반품한 경우 결제 시 사용 한 쿠폰은 재발행 되지 않습니다.

2. 제품 하자의 경우
반드시 상품의 문제를 확인할 수 있는 사진을 첨부하여 반품 신청하셔야 합니다.
*사진 첨부 시, 제품의 유통기한 또는 소비기한을 확인할 수 있는 사진 1장과 제품의 하자가 있는 부분에 대한 사진 1~2장 같이 첨부

(1) 냉동/냉장/신선식품 : 상품을 받은 날로부터 2일 이내
(2) 상온상품 : 상품을 받은 날로부터 3개월 이내 또는 사실을 알게 된 날로부터 30일 이내
※ 반품 배송비는 디자인밀에서 부담하며 실물 확인 후 환불이 진행됩니다.

[반품 신청 방법]
디자인밀 1:1 문의 또는 풀무원 고객기쁨센터로 접수 가능합니다.
임의로 반송하실 경우 환불 등의 처리가 지연될 수 있으므로 반송 전 꼭 고객센터와 확인 후 접수해주시기 바랍니다.

※ 전자상거래 등에서 소비자보호에 관한 법률에 따라 다음의 경우 청약철회가 제한될 수 있습니다.
- 일부 주문맞춤 생산되는 상품 (디자인밀 일일배송식단 등)
- 신선(과일,채소등)/냉장/냉동 상품에 대해 시간이 경과 되어 상품등의 가치가 현저히 감소한 경우
- 교환/반품 신청이 상품 수령한 날로부터 7일이 경과한 경우
- 고객님의 사용 또는 일부 소비에 의해 상품의 가치가 훼손된 경우
- 시간 경과에 따라 상품 등의 가치가 현저히 감소하여 재판매가 불가능한 경우
- 고객님이 상품 포장을 개봉하여 사용 또는 설치 완료되어 상품의 가치가 훼손된 경우 (단, 내용 확인을 위한 포장 개봉의 경우는 예외)
- 구매한 상품의 구성품이 누락된 경우 (화장품 세트, 사은품 등)
- 기타, 상품의 교환, 환불 및 상품 결함 등의 보상은 소비자분쟁해결기준(공정거래위원회 고시)에 의함","1. 주문취소 시 결제 방법에 따른 환불
(1) 디자인밀 홈페이지에서 주문한 경우
- 가상계좌 환불계좌 입금
- 실시간계좌이체 결제대행사 또는 환불계좌입금
- 카드결제 결제대행사를 통해 카드취소

(2) 직영 네이버스마트스토어에서 주문 한 경우
전체취소 : 네이버 스마트스토어에서 결제한 수단으로 환불
부분취소 : 결제수단과 상관없이 환불계좌입금 (은행명/예금주/환불계좌) 확인 후 현금 환불

2. 취소접수일로부터 환불이 완료될때까지 5-7일정도의 시간이 소요됩니다.
※ 환불 지연에 따른 배상금 지급 조건, 절차 등은 전자상거래 등에서의 소비자 보호에 관한 법률에 따라 처리합니다.",부정 불량식품 신고는 국번 없이 1399,,,"제품별로 주문일에 따른 첫 배달일이 다르오니 반드시 확인해주세요.
주문&변경 마감은 낮 12시입니다. (토,일,공휴일 제외)
※ 주문이 급증할 경우 조기마감되어 첫 배달일이 변경 될 수 있으며, 개별 안내드립니다. (문자 또는 알림톡)
※ 첫 주문시 가맹점의 모닝스텝이 배달정보 확인을 위해 고객님께 직접 연락드릴 수 있습니다. (전화 또는 문자)","가정 배달(주택/아파트) : 배달일 전날 22시~ 당일 오전 8시
사무실 배달(회사/공공기관/상가건물) : 배달 당일 오전 7시 ~ 오전 12시
※ 악천후, 도로사정, 가맹점 상황(물량 급증, 현관출입 불가 등)에 따라 조기/지연 배달될 수 있습니다.","공휴일은 배송휴무입니다.
-영유아맞춤식 : 공휴일 전날 더블배송 받을지 여부를 주문 시 직접 선택 가능
- 케어식, 칼로리/영양균형식 : 종료일 뒤로 자동 연장 됨","일일배달이 불가능한 지역인 경우, 부득이하게 주문이 취소 될 수 있으며 개별 안내드립니다.",
